Ids,text,sentiment
9925,ભારતની સરહદને અડીને આવેલા નેપાળના ઔદ્યોગિક શહેર બીરગંજમાં ધાર્મિક વિવાદે રૌદ્ર સ્વરૂપ ધારણ કર્યું છે. એક ધાર્મિક સ્થળ પર તોડફોડ અને પવિત્ર ગ્રંથને સળગાવવાના વીડિયો સોશિયલ મીડિયા પર વાયરલ થયા બાદ ફાટી નીકળેલી હિંસાને પગલે ભારેલા અગ્નિ જેવી સ્થિતિ સર્જાઈ છે. પરિસ્થિતિને કાબૂમાં લેવા નેપાળ સરકારે બીરગંજમાં અનિશ્ચિતકાળ માટે કરફ્યુ લાદી દીધો છે. આ તણાવની સીધી અસર ભારત પર ન પડે તે માટે રક્સૌલ સહિતની ભારતનેપાળ સરહદને સંપૂર્ણપણે સીલ કરી દેવામાં આવી છે. Arctic Violence Nepal birgunj india curfew 200MPortraitMaster,negative
9926,"એકતરફ ગાંધીનગરમાં દૂષિત પાણીના કારણે સર્જાયેલી ગંભીર સ્થિતિ વચ્ચે લોકોના શ્વાસ જોખમમાં છે, અને કોર્પોરેટર્સ અને અધિકારીઓ ભાવનગરમાં ક્રિકેટ રમવા જાય છે.. જવાબદારોની આ ઉદાસીનતા ખરેખર કમનસીબ છે. લોકસેવા છોડીને જે મેદાન પકડે, આવી નેતાગીરીની કેટલી યોગ્ય?",negative
9927,ગાંધીનગર મહાનગરપાલિકાએ ટાઇફોઇડથી મૃત્યુની અફવાઓનું ખંડન કર્યું; અત્યાર સુધીમાં 133 કેસ નોંધાયા છે ગાંધીનગરમાં પીવાલાયક પાણીમાં દૂષિત પાણીની મિલાવટ થતાં લોકોમાં પાણીજન્ય રોગોનું પ્રમાણ વધતાં ચિંતા તંત્ર અને ગુજરાત સરકારની ત્વરિત કાર્યવાહીથી સ્થિતિ નિયંત્રણમાં ગાંધીનગરનાં સાંસદ અને કેન્દ્રીય ગૃહમંત્રી અમિતભાઈ શાહની સમગ્ર સ્થિતિ પર સીધી નજર,negative
9928,"ઈરાનમાં વધતી મોંઘવારી, બેરોજગારી અને નબળી આર્થિક સ્થિતિ સામે શરૂ થયેલું જનઆંદોલન હવે સરકાર વિરોધી અને સત્તા બદલાવની માંગ ધરાવતા વિશાળ દેખાવોમાં રૂપાંતરિત થઈ ગયું છે. દેશના સુપ્રીમ લીડર આયાતોલ્લા અલી ખામેનેઈ સામે સીધી નારેબાજી સાથે લોકો રસ્તા પર ઉતરી આવ્યા છે. તેહરાન, ઈસ્ફહાન, મશહદ, શિરાજ અને કોમ જેવા મુખ્ય શહેરોમાં હજારો લોકો દ્વારા સરકાર વિરોધી પ્રદર્શન થઈ રહ્યા છે, જેના કારણે સમગ્ર દેશનું રાજકીય વાતાવરણ તંગ બન્યું છે. પ્રારંભમાં આંદોલનનો મુખ્ય મુદ્દો જીવનજરૂરી ચીજવસ્તુઓના ભાવવધારા અને આર્થિક કચાશ સામેનો હતો, પરંતુ સમય જતાં તેમાં રાજકીય અસંતોષ ઉમેરાયો અને હવે ખામેનેઈને સત્તાથી હટાવવાની માંગ ખુલ્લેઆમ કરવામાં આવી રહી છે. સરકાર આ દેખાવોને વિદેશી શક્તિઓ દ્વારા પ્રેરિત ષડ્યંત્ર ગણાવી રહી છે અને તેને કડકાઈથી કાબૂમાં લેવા પ્રયાસ કરી રહી છે.Atlas",negative
9929,"ભુજ ન્યુ રેલવે સ્ટેશન રોડ અકસ્માતનું ખુલ્લું આમંત્રણ ભીડ નાકા બહાર, આલાવાલી મસ્જિદ પાસે આવેલ ન્યુ રેલવે સ્ટેશન રોડ પર સ્થિતિ અતિ ગંભીર બની ચૂકી છે. આ રોડ રેલવે સ્ટેશન સુધી જતો મુખ્ય માર્ગ છે, જ્યાં ટ્રેનના કારણે દિવસરાત મોટી સંખ્યામાં મુસાફરો, બાળકો, મહિલાઓ અને વૃદ્ધોની અવરજવર રહે છે. છતાં અહીં સલામતી નામની કોઈ વ્યવસ્થા દેખાતી નથી. નબીરાઓ અને નશાની હાલતમાં વાહન ચલાવતા ઇસમો બેફામ સ્પીડે વાહન દોડાવે છે રાત્રિના સમયે રોડ જાણે રેસ ટ્રેક બની જાય છે સ્પીડ બ્રેકર પહેલા હતા, હવે કેમ હટાવી દેવામાં આવ્યા? ખુલ્લું ગટરલાઇનનું ઢાંકણું કોઈ પણ સમયે મોટી દુર્ઘટના સર્જી શકે છે પોલીસ શું કરે છે? આટલો મહત્વનો મેઇન રોડ હોવા છતાં નિયમિત પોલીસ પેટ્રોલિંગ કેમ નથી? નશાની હાલતમાં વાહન ચલાવનાર સામે કાર્યવાહી કેમ નથી? સ્પીડ ચેકિંગ, ડ્રન્ક એન્ડ ડ્રાઇવ ડ્રાઇવ કેમ દેખાતી નથી? જો નશામાં વાહન ચલાવનાર અને નબીરાઓ ખુલ્લેઆમ બેફામ બની જાય અને પોલીસ નજર ન આવે તો શું તેને નિષ્ક્રિયતા ન કહેવાય? નગરપાલિકાની બેદરકારી પણ એટલી જ ગંભીર છે. નવો રોડ બનાવ્યો, પરંતુ સ્પીડ બ્રેકર નથી ચેતવણી બોર્ડ નથી ખુલ્લું ગટર ઢાંકણું મહીનાઓથી બંધ નથી જો કાલે કોઈ મોટી જાનહાનિ થાય, તો નગરપાલિકા અને પોલીસ બંને જવાબદારીમાંથી બચી શકશે નહીં એવો જનઆક્રોશ છે. તાત્કાલિક સ્પીડ બ્રેકર બનાવો ખુલ્લું ગટર ઢાંકણું બંધ કરો મેઇન રોડ પર સતત પોલીસ પેટ્રોલિંગ શરૂ કરો નશાની હાલતમાં વાહન ચલાવનાર સામે કડક કાર્યવાહી કરો",negative
9930,જે સંબંધ તમારી માનસિક સ્થિતિ ખરાબ કરી દે.. એ ક્યારેય તમારા જીવન ને બહેતર ના બનાવી શકે...,negative
9931,"નથી કર્મચારી ઓ ની સ્થિતિ ગંભીર જોવા મળેલ છે ઉછીના નાણા લઈને કર્મચારીઓ ફરજ પર આવે છે પોતાની કફોડી સ્થિતિ જણાવે છે,તો આ ઈશ્વર સમાન કર્મચારીઓ ની મુક્શીલીઓ નો અંત લાવજો તથા નિયમિત મહેનતાણું મળે એ ધ્યાને લેશો............",negative
9932,"ભાવનગર જિલ્લાના મહુવા તાલુકાના બગદાણા ગામના કોળી સમાજના યુવાન નવલીતભાઈ પર થયેલા પૂર્વયોજિત અને જીવલેણ હુમલાની ઘટનાએ સમગ્ર મહુવા પંથકમાં ભારે ચકચાર જગાવી છે. આ ગંભીર ઘટનાએ કાયદો અને વ્યવસ્થાની સ્થિતિ અંગે અનેક પ્રશ્નો ઉભા કર્યા છે. હાલ ગંભીર રીતે ઇજાગ્રસ્ત નવલીતભાઈ મહુવા સ્થિત હનુમંત હોસ્પિટલમાં સારવાર હેઠળ છે, જ્યાં તેમની સ્થિતિ નાજુક, પરંતુ સ્થિર હોવાનું જાણવા મળ્યું છે.",negative
9933,"America Donald Trump: વેનેઝુએલાના પૂર્વ પ્રમુખ નિકોલસ માદુરોની ધરપકડ બાદ ત્યાંની રાજકીય સ્થિતિ વધુ ગંભીર બની છે. અમેરિકન પ્રમુખ ડોનાલ્ડ ટ્રમ્પે હવે વેનેઝુએલાના નવા વચગાળાના પ્રમુખ ડેલ્સી રોડ્રિગ્ઝને સીધી અને આકરી ધમકી આપી છે. ટ્રમ્પે સ્પષ્ટ કર્યું છે કે જો રોડ્રિગ્ઝ અમેરિકાની શરતો મુજબ કામ નહીં કરે, તો તેમણે માદુરો કરતા પણ ખરાબ પરિણામ ભોગવવા તૈયાર રહેવું પડશે. 'ધ એટલાન્ટિક' મેગેઝિનને આપેલા ઈન્ટરવ્યુમાં ટ્રમ્પે જણાવ્યું હતું કે જો નવી નેતાગીરી અમેરિકાના હિતમાં અને વેનેઝુએલાની સુધારણા માટેના સૂચનો નહીં માને, તો તેમણે ખૂબ મોટી કિંમત ચૂકવવી પડશે. જોકે, આ સમગ્ર મામલે ટ્રમ્પના નિવેદનોમાં વિરોધાભાસ પણ જોવા મળ્યો છે. અગાઉ તેમણે એવો દાવો કર્યો હતો કે અમેરિકી વિદેશ મંત્રી માર્કો રુબિયો સાથેની વાતચીતમાં રોડ્રિગ્ઝ સહકાર આપવા સંમત થયા છે, પરંતુ ડેલ્સી રોડ્રિગ્ઝે આ દાવાઓને નકારી કાઢ્યા છે. રોડ્રિગ્ઝે માદુરોને બળજબરીથી સત્તા પરથી હટાવવાની ટીકા કરી છે અને તેમને પરત મોકલવાની માંગ કરી છે.",negative
9934,"""નશો એ માત્ર મોતનું જ નહીં, પણ બરબાદીનું પણ સરનામું છે. જ્યારે નશા માટે પૈસા ખૂટે છે ત્યારે યુવાન લૂંટફાટ અને ગુનાખોરી તરફ વળે છે. પંજાબ જેવી સ્થિતિ ગુજરાતમાં ન આવે તે માટે 'ડ્રગ્સ મુક્ત કેમ્પસ' અભિયાનમાં જોડાઈએ. """,negative
9935,"રાજ્યના પાટનગરની જો આવી ગંભીર હાલત છે, તો રાજ્યના અન્ય વિસ્તારોની સ્થિતિ કેટલી દયનીય હશે તે કલ્પના કરવી મુશ્કેલ નથી. કરોડો રૂપિયાનું બજેટ હોવા છતાં ભાજપ સરકાર જનતાને પીવાનું શુદ્ધ પાણી પણ સુચારુ રીતે પૂરુ પાડી શકતી નથી. આ રાજ્ય માટે આથી વધુ શરમજનક બાબત બીજી કોઈ હોઈ શકે નહીં. 12",negative
9936,"Donald Trump વેનેઝુએલા બાદ હવે આ દેશનો નંબર, ટ્રમ્પે આપી સીધી ધમકી, સ્થિતિ બગડવાની સંભાવના",negative
9937,"PM મોદીજી એ હવે દેશ ના લોકો નો વિચાર કરી ને બાંગ્લાદેશ,પાકિસ્તાન,ચીન ને સીધા કરવા જોઈએ. ટ્રમ્પ અમેરિકા ના પ્રમુખ છે ભારત ના નહીં એની કોઈ ધમકી થી ડરવું ન જોઈએ. આજે તો આપણે ઘણી સારી સ્થિતિ માં છીએ એમને પાઠ ભણાવા માટે. 1971 માં ઈન્દિરાજી પણ અમેરિકા ની ધમકી થી ડર્યા નહોતા.",negative
9938,"ગુજરાતમાં કાયદોવ્યવસ્થાની સ્થિતિ કથળી, સુરતમાં ત્રણ દિવસમાં ત્રીજી હત્યા",negative
9939,"અમેરિકાએ વેનેઝુએલા પર હુમલો કર્યો, રાજધાની કારાકાસમાં બોમ્બમારો થયો છે; કટોકટીની સ્થિતિ જાહેર કરવામાં આવી",negative
9940,"Canada immigration crisis: યુવા સપોર્ટ નેટવર્ક જેવા એક્ટિવિસ્ટ જૂથો જાન્યુઆરીમાં વિરોધ પ્રદર્શન કરવાની યોજના બનાવી રહ્યા છે. ટોરન્ટોના એક્ટિવિસ્ટ બિક્રમજીત સિંહે કહ્યું છે કે, ઇમિગ્રન્ટ કામદારો માટે કાયદેસર રીતે રહેવાના રસ્તા ન હોવાને કારણે તેમની સ્થિતિ દિવસેને દિવસે ખરાબ બનતી જઈ રહી છે.",negative
9941,"લુણાવાડા,મહીસાગર બગદાણા સરપંચ પર હુમલો અને રાજ્યમાં કાયદો વ્યવસ્થાની સ્થિતિ પર ગુજરાત પ્રદેશ કોંગ્રેસ પ્રમુખ શ્રી ની પ્રતિક્રિયા ! ગુજરાતમાં ગુંડાઓને સરકારનો કોઈ ડર નથી રહ્યો રિલબાજ મંત્રી નો ડર નથી રહ્યો પોલીસ અને પ્રશાસનનો ડર નથી રહ્યો ગુજરાતમાં કોઈ પરિવાર સલામત નથી કારણ કે ગુજરાતમાં ભૂપેન્દ્ર પટેલ દાદાની નહી પણ ગુંડાઓની સરકાર ચાલી રહી છે ! બગદાણામાં કોળી સમાજના યુવા સરપંચ દ્વારા એક નાની વાતની રજૂઆત કરી એ બાબતે એના પર ખુલ્લેઆમ હુમલો કરવામાં આવ્યો ગાળો બોલવામાં આવી અને આ કોણે કર્યું કોના માટે કર્યું એની ચારે તરફ ચર્ચા છે આ ઘટનામાં કોળી સમાજનો આક્રોશ ફાટી નીકળ્યો એટલે સરકારે થોડા પગલા ભર્યા ! બગદાણા હોય અમદાવાદ હોય કે રાજ્યના અન્ય વિસ્તારો તમામ જગ્યાએ ગુંડાઓ જાહેરમાં હથિયારો સાથે લોકો પર હુમલા કરે, હત્યાઓ કરે અને ગુનો કરતા સમયે કોઈના ડર વગર વિડિઓ પણ ઉતારે અને વાયરલ પણ કરે છે જેનાથી સ્પષ્ટ સાબિત થાય છે કે આ ભૂપેન્દ્ર પટેલ દાદાની નહી પણ ગુંડાઓની સરકાર ચાલે છે જેને કોઈનો ડર નથી !",negative
9942,આ ભ્રષ્ટ લોકોનું ઈમાન વેચાઈ ગયું છે. સત્તા નો ઉપયોગ ભ્રષ્ટાચાર માટે કરે છે. આ દેશ માટે બહુજ ગંભીર સ્થિતિ છે,negative
9943,ઇક્વાડોરના રાષ્ટ્રપતિ ડેનિયલ નોબોઆએ નવ પ્રાંતો અને ત્રણ નગરપાલિકાઓમાં 60 દિવસની કટોકટીની સ્થિતિ જાહેર કરી. રાષ્ટ્રપતિએ જણાવ્યું હતું કે 60 દિવસની કટોકટીની સ્થિતિનો હેતુ હિંસાને નિયંત્રિત કરવા અને ઘટાડવા તથા ગુનાહિત તત્વોને બેઅસર કરવાનો છે. Ecuador DanielNoboa,negative
9944,"IFJ : પત્રકારો માટે વર્ષ 2025 રહ્યું સૌથી ખતરનાક, વિશ્વભરમાં 128ના થયા મોત; અહી છે સૌથી ખરાબ સ્થિતિ",negative
9945,"ગુજરાતના મેગા સિટી અમદાવાદમાં કાયદો અને વ્યવસ્થાની સ્થિતિ વધુ સુદ્રઢ બનાવવા માટે શહેર પોલીસે વર્ષ 2025 દરમિયાન અસામાજિક તત્વો વિરુદ્ધ અભૂતપૂર્વ ઝુંબેશ ચલાવી હતી. પોલીસ કમિશનરના સીધા માર્ગદર્શન હેઠળ પીસીબી (પ્રીવેન્શન ઓફ ક્રાઈમ બ્રાન્ચ) દ્વારા લેવામાં આવેલા કડક પગલાંને કારણે ગુનેગારોમાં ફફડાટ વ્યાપી ગયો છે. વર્ષ દરમિયાન 1107 જેટલા માથાભારે તત્વોને પાસા હેઠળ રાજ્યની વિવિધ જેલોમાં ધકેલી દેવામાં આવ્યા હતા, જે શહેરની સુરક્ષા માટે એક મોટું કદમ માનવામાં આવે છે.शर पषयमतर भरगव",negative
9946,ગુજરાત પોલીસે આ મામલે કડક કાર્યવાહી કરવી જોઈએ. ધોળા દિવસે પણ ગુજરાતમાં આવી સ્થિતિ હોય તો તે શરમની વાત છે.,negative
9947,"અમદાવાદની લગભગ દરેક AMTS બસમાં ભીડ તો છે જ, પરંતુ જે રૂટ કોઈ કોલેજ કે યુનિવર્સિટી પાસેથી પસાર થાય છે, ત્યાં સ્થિતિ સૌથી ગંભીર બની જાય છે. આ જ મુસાફરી દરમિયાન આવનારી પેઢી મનમાં નક્કી કરી લે છે કે આવી હાલતમાં જાહેર પરિવહન લેવાને બદલે પોતાનું ખાનગી વાહન વધુ સારું. ગરમીમાં લાંબી રાહ જોવી, અને પછી ભીડમાં ઉભા રહી મુસાફરી કરવી, આ કોઈને આકર્ષતી નથી. BRTSમાં બસ થોડી જલ્દી મળે છે અને ACની સુવિધા છે, પરંતુ ભીડ તો ત્યાં પણ એટલી જ છે. ભીડ સંપૂર્ણપણે ઓછી થવાની નથી, કારણ કે આયોજન જેટલું સુધરશે, એટલા વધુ લોકો આ સેવાઓ વાપરશે. એ સ્વાભાવિક છે. પણ હાલની પરિસ્થિતિ સુધારવા માટે જે તાત્કાલિક અને દૃઢ પ્રયત્ન થવા જોઈએ, તે ક્યાંક ને ક્યાંક ઓછા જણાય છે. આશા છે કે નવા વર્ષે કેન્દ્ર સરકાર તરફથી મળનારી 1000 નવી બસો અને AMC દ્વારા BRTS માટે મંગાવેલી 300 મોટી બસો શહેરના વિદ્યાર્થીઓ અને દૈનિક મુસાફરોને થોડો તો રાહત આપશે. જાહેર પરિવહન ભવિષ્ય છે, પરંતુ એ ભવિષ્યને આકર્ષક અને માનવીય બનાવવું પણ એટલું જ જરૂરી છે. PublicTransport Amdavad",negative
9948,"'ધુરંધર'ની સફળતાથી 'ટોક્સિક'ના મેકર્સ ડરી ગયા! 'ધુરંધર 2'ને ટક્કર આપવા મોટી સ્ટારકાસ્ટ રિવીલ, 'KGF' સ્ટાર યશ માટે પણ અગ્નિપરીક્ષા જેવી સ્થિતિ Dhurandhar Dhurandhar2 KGF",negative
9949,"રાજકોટમાં 9 વર્ષની બાળકીનું હાર્ટ એટેકથી મોત, બાળકીના મોતથી પરિવારજનો પર આભ ફાટ્યા જેવી સ્થિતિ....",negative
9950,"ઈન્દોરમાં દૂષિત પાણીથી 8ના મોત થતાં હાહાકાર! મ્યુનિસિપલ કોર્પોરેશનની ઘોર બેદરકારીથી અનેકની તબિયત લથડી, રોગચાળાની ગંભીર સ્થિતિ..",negative
9951,"અમુક સંજોગોમાં માં બાપ પણ જાતિ બહારના સંબંધો સ્વીકારે છે.. આજકાલ અનેક જાતિઓ અને સમાજોમાં બીજા સમાજની સ્ત્રીઓ લાવવી પડે એ સ્થિતિ થઈ છે, અને લાવે છે.. વંશ અને કુટુંબ ટકાવવા આવું કરવું પડે છે અને બધા સ્વીકારે છે.. પણ પ્રેમ ના નામે વ્યભિચાર કે નિર્લજ્જતા તો દેશ સમાજને નુકસાન જ કરે છે..",negative
9952,ડભોઈથી કર્ણેટ (બોરિયાદ માર્ગે) જતા રસ્તાની હાલત અત્યંત ખરાબ છે અને તેને શક્ય તેટલી વહેલી તકે સુધારવાની તાત્કાલિક જરૂર છે. વિકસિત ડભોઈમાં આવા માર્ગોની સ્થિતિ સારી હોવી જોઈએ જેથી જનતાને સલામત અને સુગમ મુસાફરી મળી રહે.,negative
9953,"શરીર ની પાંચ ઇન્દ્રિયો અને મન મૂળભૂત જરૂરિયાત અને ઇચ્છાઓ ની તણાવ ઉભો કરે છે અને તેઓ ને પૂર્ણ કરી તણાવ મુક્ત થાય છે આ પરિસ્થિતિ ને સાદી ભાષા માં વ્યક્તિ પોતે જ દુઃખ ઊભું કરે છે અને અન્ય વ્યક્તિ, વસ્તુ કે પરિસ્થિતિ ની સહાય થી દુઃખ મુક્ત થાય છે એમ કહેવાય, આ સ્થિતિ ને સુખ કે તૃપ્તિ ના કહેવાય. સુખ કે તૃપ્તિ એટલે સંપૂર્ણ આત્મનિર્ભરતા, અન્ય વ્યક્તિ, વસ્તુ કે પરિસ્થિતિ ઉપર સુખ કે તૃપ્તિ માટે નિર્ભરતા નહીં હોવી.",negative
9954,"જેમને મળતી નથી એ જાતિ ના વિરોધી છે જેમને વાંધો નથી આવતો એ સપોર્ટ માં છે પણ પટેલ સમાજ આત્મ નિરીક્ષણ કરે 1990 થી 2000 દરમિયાન કેટલા લોકો એ જાતિ પરીક્ષણ કરાવી કરાવી ભ્રુણ હત્યા કરી , આ કોઈ બોલશે નહીં પણ સત્ય છે . માત્ર 1 જ છોકરો જોઈએ આ માનસિકતા ના કારણે આ સ્થિતિ થઇ છે .",negative
9955,ગોપાલ ઇટાલિયા વિસાવદરની સરકારી હોસ્પિટલમાં ખરાબ સ્થિતિ પર વીડિયો વાયરલ Read more at:,negative
9956,નવવર્ષે વૃંદાવન જતા ભક્તો માટે રેડ એલર્ટ: બાંકે બિહારી મંદિરમાં માનવ મહેરામણ ઉમટતા સ્થિતિ ગંભીર Vrindavan GujaratNews BankeBihariTemple NewYear2026,negative
9957,Gopal Italia : ગોપાલ ઇટાલિયા વિસાવદરની સરકારી હોસ્પિટલમાં ખરાબ સ્થિતિ પર વીડિયો વાયરલ,negative
9958,"બાંકે બિહારી મંદિર પ્રશાસનની મહત્વપૂર્ણ એડવાઈઝરી: ૨૯ ડિસેમ્બરથી ૫ જાન્યુઆરી સુધી વૃંદાવન ન આવવા અપીલ. ભારે ભીડને કારણે સ્થિતિ ગંભીર, સ્થાનિકો ઘરોમાં કેદ.",negative
9959,"વૃંદાવન : બાંકે બિહારી મંદિર જવાનું ટાળો, હાલત બેકાબૂ, નવા વર્ષની ભીડને કારણે વૃંદાવનમાં સ્થિતિ ગંભીર. મંદિરથી લઈને બજાર સુધી માનવ મહેરામણ ઉમટતા ભારે જામ, મંદિર પ્રશાસનની એડવાઈઝરી,29 ડિસેમ્બરથી 5 જાન્યુઆરી સુધી મંદિર ન આવવા ભક્તોને અપીલ, બાળકો, દિવ્યાંગો અને ગર્ભવતી મહિલાઓને ભીડમાં ન લાવવા કડક સૂચના, સ્થાનિકોની હાલત કફોડી: દૂધશાકભાજી જેવી જીવન જરૂરિયાતની ચીજો માટે પણ ફાંફા, અડધો ડઝન મહોલ્લાના લોકો ઘરોમાં કેદ. Vrindavan BankeBihari NewYear2026",negative
9960,"Operation Sindoor : પાકિસ્તાનને થયું મોટું નુકસાન, બંકરમાં છુપાઈ જવાની સ્થિતિ આવી હતી : રાષ્ટ્રપતિ આસિફ અલી ઝરદારી OperationSindoor IndianAirForce Pakistan presidentasifalijardari વધુ સમાચાર વાંચવા ડાઉનલોડ કરો સંદેશ ન્યૂઝ એપ :",negative
9961,કોંગ્રેસ નેતા નો આરોગ્ય વિભાગના સર્વેના આધારે ગંભીર આક્ષેપ: 13 થી 16 વર્ષની 1633 દીકરીઓ સગર્ભા બની. 15 જિલ્લાઓમાં બાળલગ્નની સ્થિતિ અત્યંત ગંભીર. બાળ લગ્ન પ્રતિબંધક કાયદો માત્ર કાગળ પર?,negative
9962,"Ahmedabad News અમદાવાદમાં પોલીસના લાંબા હાથ તસ્કરો માટે ટૂંકા પડ્યા હોય તેવી સ્થિતિ સર્જાઇ છે. અમદાવાદના પૂર્વ વિસ્તારમાં 1ડિસેમ્બરથી 24 ડિસેમ્બર સુધીના 24 દિવસમાં 39.90 લાખના 53થી વધુ વાહનો ચોરાયા છે. આ તો માત્ર પોલીસના ચોપડે નોંધાયેલો આંકડો છે. આ સિવાય વાહન ચોરીની અરજીનો આંકડો તો આનાથી અનેક ગણો હોઇ શકે છે. આધુનિક ટેક્નોલોજી અને સીસીટીવી કેમેરા લગાવ્યા બાદ પણ ઘર, દુકાન, કારખાના, મ્યુનિ. પાર્કિંગમાં વાહનો રાખવા પણ સલામત નથી. અનેક ફરિયાદો સામે પોલીસ માત્ર એકલદોકલ તસ્કરને પકડીને જ સંષોષ માની લે છે, જેના લીધે વાહન ચોરી અટકાવવાની દિશામાં અસરકારક ઘટાડો જોવા મળ્યો નથી.",negative
9963,"Breaking News: કોચ તરીકે ગૌતમની સ્થિતિ ગંભીર! BCCI એ આ અનુભવી ખેલાડીને કોચિંગ પદ માટે ઓફર કરી, શું હવે કોઈ નવાજૂની થશે?",negative
9964,"Air Pollution: ભારતમાં વાયુ પ્રદૂષણની સ્થિતિ હવે અત્યંત ગંભીર સ્તરે પહોંચી ગઈ છે અને નિષ્ણાતોએ તેને દેશની સૌથી ખતરનાક હેલ્થ ઇમરજન્સી ગણાવી છે. યુકે સ્થિત ભારતીય મૂળના વરિષ્ઠ ડોક્ટરોએ ચેતવણી આપી છે કે જો તાત્કાલિક અસરકારક પગલાં લેવામાં નહીં આવે, તો વાયુ પ્રદૂષણ કોરોના મહામારી કરતાં પણ વધુ ઘાતક સાબિત થઈ શકે છે. ખાસ કરીને ઉત્તર ભારતના શહેરોમાં શ્વસનતંત્ર અને હૃદય રોગની સમસ્યાઓમાં ચિંતાજનક ઉછાળો જોવા મળી રહ્યો છે, જેમાં દિલ્હીની હોસ્પિટલોમાં ડિસેમ્બર મહિના દરમિયાન શ્વાસના દર્દીઓમાં 20 થી 30 ટકાનો વધારો નોંધાયો છે. ચોંકાવનારી બાબત એ છે કે જે લોકોને અગાઉ કોઈ બીમારી નહોતી, તેઓ પણ હવે ફેફસાના ગંભીર રોગોનો શિકાર બની રહ્યા છે. લંડનની સેન્ટ જ્યોર્જ યુનિવર્સિટી હોસ્પિટલના કાર્ડિયોલોજિસ્ટ રાજય નારાયણના મતે, , હૃદય રોગ માટે માત્ર સ્થૂળતા કે ખોરાક જવાબદાર નથી, પરંતુ વાહનો અને ફેક્ટરીઓમાંથી નીકળતો ઝેરી ધુમાડો સીધો લોહીમાં ભળીને ધમનીઓને નુકસાન પહોંચાડી રહ્યો છે.",negative
9965,રાજકોટમાં આજી નદીના કિનારે સાકાર થનારા રિવરફ્રન્ટ પ્રોજેક્ટને લઈને વહીવટી તંત્ર અને ગરીબ પરિવારો વચ્ચે ઘર્ષણની સ્થિતિ પેદા થઈ છે. રિવરફ્રન્ટ માટે સરકારી જમીન પરના દબાણો હટાવવા તંત્ર દ્વારા આપવામાં આવેલી નોટિસોના વિરોધમાં કોંગ્રેસે મોરચો માંડ્યો છે. ધારાસભ્ય જીજ્ઞેશ મેવાણીની આગેવાનીમાં કોંગ્રેસના દિગ્ગજ નેતાઓએ જિલ્લા કલેક્ટરને ઉગ્ર રજૂઆત કરી ચેતવણી આપી છે કે જો વૈકલ્પિક વ્યવસ્થા વિના ગરીબોના ઘર તોડવામાં આવશે તો તેની ગંભીર અસરો ભાજપ સરકારે ભોગવવી પડશે. Singer jigneshmevani PMModi rajkot congress VHT2025,negative
9966,"ઘણાં લોકો એવા હશે જેમણે તેમની યુવાનીમાં 'કૂલ' દેખાવા માટે થોડું અજીબ કે મજાકીયું Gmail એડ્રેસ બનાવી દીધું હોય. સમય જતા જ્યારે વ્યાવસાયિક જીવન શરૂ થાય છે ત્યારે એ જ ઇમેલ એડ્રેસનો ઉપયોગ કરવો થોડી શરમજનક સ્થિતિ બની જાય છે. અત્યાર સુધી Gmail યુઝર્સ માટે પોતાનું .com એડ્રેસ બદલવું અશક્ય હતું, પરંતુ હવે ગૂગલ આ મોટી સમસ્યાનો ઉકેલ લાવતું મહત્વપૂર્ણ ફીચર લોન્ચ કરવાની તૈયારીમાં છે.",negative
9967,"'બાંગ્લાદેશમાં થઇ રહેલી હિંસા પર અમારી નજર', બાંગ્લાદેશની સ્થિતિ પર વિદેશ મંત્રાલયનું નિવેદન",negative
9968,"મ્યાનમારમાં ડેટા એન્ટ્રીની નોકરીના નામે મોટું રેકેટ : વડોદરાના 10 સહિત ગુજરાતના 100થી વધુ યુવક ફસાયા; સ્થિતિ ગંભીર, વીડિયો વાઇરલ કરી મદદની આજીજી કરી",negative
